name,city,primary_type,rating,reviews,dropped_at,drop_reason,google_place_id
Dhabkar Superspeciality Hospital,Ahmedabad,hospital,4.8,306,Stage 1a: Name pattern (hard),\bhospital\b,ChIJ0UYfUACFXjkRArJs_HXdaq0
Dhanashree Multispeciality Hospital Chinchwad,Pune,general_hospital,4.8,2536,Stage 1a: Name pattern (hard),\bhospital\b,ChIJfdU1CCu4wjsR6BzDjSsjgUw
Dhanashri Health care| Pathology Lab in Kothrud,Pune,health,5,34,Stage 1a: Name pattern (hard),\bpatholog,ChIJp6No8J2_wjsR-mawwDdtBTs
Dhanashri Hospital,Mumbai,hospital,3.7,114,Stage 1a: Name pattern (hard),\bhospital\b,ChIJWbH6F0Sx5zsRcR2n7NeOH1I
Dhanvantari Hospital - Best Maternity Hospital in Borivali | Nursing Home | Normal Delivery | C Section | Abortion | PCOD,Mumbai,hospital,4.4,41,Stage 1a: Name pattern (hard),\bhospital\b,ChIJWYqF9eWx5zsRowC8WBVosWM
Dhanvantari maternity and endoscopy centre,Mumbai,hospital,4.7,58,Stage 1a: Name pattern (hard),\b(maternity|obstetric)\b,ChIJBc7SP4DH5zsRtDuQsiH8GkM
Dhanwantari Hospital,Pune,hospital,3.1,8,Stage 1a: Name pattern (hard),\bhospital\b,ChIJ____S72_wjsRAq069ptexsU
Dhanwantari Hospital Nigdi,Pune,doctor,3.9,685,Stage 1a: Name pattern (hard),\bhospital\b,ChIJue-xVl3AwjsRhAeLMT6fxZw
Dharamveer Solanki Hospital,Delhi,hospital,4.9,637,Stage 1a: Name pattern (hard),\bhospital\b,ChIJZXmKfbYHDTkRv1BWzG9borA
Dhatri Health Care - Best Pediatrician | Childrens Clinic | Surgery & Endoscopy Centre in Whitefield,Bengaluru,doctor,4.8,350,Stage 1a: Name pattern (hard),\b(surgery|surgeon)\b,ChIJBXFytuQNrjsRkDSEBuuwdUQ
Dhiren Foundation - Nasha Mukti Kendra,Delhi,health,5,80,Stage 1a: Name pattern (hard),(addict|de.?addict|deaddict|nasha|nashamukti|nasha\s*mukti),ChIJPUpRGBEFDTkRed0isiWXIls
Dhyana Children’s Hospital,,doctor,4.7,58,Stage 1a: Name pattern (hard),\bhospital\b,ChIJye90_cIpXDkRhc8lfFhciYA
Diabetes Care Clinic,Chennai,doctor,5,1,Stage 1a: Name pattern (hard),\b(endol|diabet|neurosurg),ChIJVVVVVVZmUjoRrLYRk_c_qZw
Diabetes Medicare Centre,Chennai,hospital,4.6,15,Stage 1a: Name pattern (hard),\b(endol|diabet|neurosurg),ChIJVVVVVVZmUjoRguKTuqu3fV4
Diabetes Relief,Mumbai,medical_clinic,,0,Stage 1a: Name pattern (hard),\b(endol|diabet|neurosurg),ChIJQS69FxXJ5zsRtwDWCWHCScE
Diabliss Medical Centre (Dr Karunesh Kumar H S)Best Diabetologist and General Physician in Koramangala,Bengaluru,doctor,4.9,639,Stage 1a: Name pattern (hard),\b(endol|diabet|neurosurg),ChIJfcp1MbEVrjsR0Uc97svbFCA
"Diagnopein Diagnostic Centre - Aundh, Pune",Pune,medical_clinic,4.7,815,Stage 1a: Name pattern (hard),\bdiagnostic,ChIJUwEcFq2_wjsR0JamfPCbKKo
Diagnovision MRI CT Scan and Sonography Centre,Pune,medical_clinic,4.6,34,Stage 1a: Name pattern (hard),\bscans?\b,ChIJkWSAuq-_wjsRV5Mf-6TmM9Y
Dial A Dialysis Eage Healthcare Pvt.Ltd|Nephrocare|Dialysis centre|Hospital,,hospital,4.7,25,Stage 1a: Name pattern (hard),\bhospital\b,ChIJA1mqMq91AjoRBzPZFexC0Co
Digestive Surgery Clinic,Kolkata,doctor,4.8,181,Stage 1a: Name pattern (hard),\b(surgery|surgeon)\b,ChIJVbyn_xh3AjoRuuzg4RUfPcI
Dimensions Institute of Holistic Learning,Delhi,preschool,5,81,Stage 1a: Name pattern (hard),\binstitute\s+of\b,ChIJWfyOhYABDTkRd3-TdW1yWr0
Dina Rangwala Eye Surgeon,Mumbai,medical_clinic,4.9,337,Stage 1a: Name pattern (hard),\b(surgery|surgeon)\b,ChIJaXN21NHJ5zsRr2fgh_B2ZM8
Dinu multi-speciality Hospital,Bengaluru,hospital,4.9,166,Stage 1a: Name pattern (hard),\bhospital\b,ChIJYR7dgI0TrjsR1LmczRLjlHo
Dipakshi Hospital,Noida,hospital,4.2,84,Stage 1a: Name pattern (hard),\bhospital\b,ChIJAQAAwJ_lDDkREruvqU_Ma7o
Dipali Aya Centre,Kolkata,health,3.9,7,Stage 1a: Name pattern (hard),\bayas?\b,ChIJZSFjjj51AjoRu9afuuDVxNA
Disha Aya Center,,health,5,1,Stage 1a: Name pattern (hard),\bayas?\b,ChIJoQinxdV1AjoRO6ukt4Yeie0
Disha Aya Centre,Kolkata,health,3,10,Stage 1a: Name pattern (hard),\bayas?\b,ChIJxW7jyNR2AjoRJf9_vhw2vD0
Disha De Addiction And Rehabilitation Center Lucknow,Lucknow,health,3.8,17,Stage 1a: Name pattern (hard),(addict|de.?addict|deaddict|nasha|nashamukti|nasha\s*mukti),ChIJrYwo8cpXmTkROF9UhP0UBJQ
Disha De Addiction and Rehabilitation Center,Lucknow,health,4.8,6,Stage 1a: Name pattern (hard),(addict|de.?addict|deaddict|nasha|nashamukti|nasha\s*mukti),ChIJ8ZmUWQBXmTkRzpijOLnUIJ0
Disha Diagnostic Centre | Diagnostic Centre in Aundh | Sonography Centre in Aundh | Pathology Lab | Radiology Scan Centre,Pune,medical_clinic,4.6,225,Stage 1a: Name pattern (hard),\bscans?\b,ChIJAQAAADm_wjsRRR1kNy8c2jA
Disha Diagnostics Baner,Pune,medical_clinic,4.5,254,Stage 1a: Name pattern (hard),\bdiagnostic,ChIJ7WGAOkS_wjsRYMBtcmiMkSk
Disha Eye Hospital Gariahat,Kolkata,hospital,4.6,1712,Stage 1a: Name pattern (hard),\bhospital\b,ChIJiRa_UdR2AjoRLsNzV2q5mXU
Disha Eye Hospital New Town,,medical_clinic,4.6,2151,Stage 1a: Name pattern (hard),\bhospital\b,ChIJWyutzX11AjoR2WMxMrYMomg
"District Hospital, Pune",Pune,hospital,3.8,395,Stage 1a: Name pattern (hard),\bhospital\b,ChIJz9btkNG4wjsRT3qahSxtP_I
Divi Orthopaedic & Rehab Center,Mumbai,hospital,4.8,107,Stage 1a: Name pattern (hard),\b(orthopaedic|orthopedic)\b,ChIJ3RbcqrG35zsRXat7C9pdjeg
Divine Aesthetics Surgery LLP,Delhi,doctor,4.8,805,Stage 1a: Name pattern (hard),\b(surgery|surgeon)\b,ChIJXwGwp78EDTkRDIBOr7GDGuk
Divine Health Home Care - Hospital Bed Wheelchair Oxygen Concentrator Cylinder BiPAP DVT pump Rent,Noida,health,4.8,203,Stage 1a: Name pattern (hard),\bhospital\b,ChIJ30Kz5MLvDDkRlxs2oGY-kAM
Divine Health HomeCare - Hospital Bed Wheelchair Oxygen Concentrator Cylinder Monitor Suction Machine Rent,Noida,health,4.9,271,Stage 1a: Name pattern (hard),\bhospital\b,ChIJHWu5OK3vDDkRBTG7J1v9VlQ
Divine Hospital,Ahmedabad,doctor,4.9,944,Stage 1a: Name pattern (hard),\bhospital\b,ChIJm__XwHaDXjkRfRT__EXInuc
Divine Life Foundation - Alcohol De Addiction Centre in Chennai | Rehabilitation Centre in Chennai,Chennai,health,4.8,304,Stage 1a: Name pattern (hard),(addict|de.?addict|deaddict|nasha|nashamukti|nasha\s*mukti),ChIJnbZFYXdhUjoR3TjkIZGaA58
Divine Multispeciality Hospital,,hospital,4.3,298,Stage 1a: Name pattern (hard),\bhospital\b,ChIJ-wPmpNQpXDkRBEMCF4AU0_I
Divine Rehabilitation Hospital,Chennai,hospital,4.5,25,Stage 1a: Name pattern (hard),\bhospital\b,ChIJbWXgQVJhUjoRGzonPtE1Qe8
Divit Child Development Center,Bengaluru,medical_clinic,5,7,Stage 1a: Name pattern (hard),\bchild development\b,ChIJq3iOEncNrjsRE2fHZPCF-T0
Divit Hospital,,hospital,4.9,216,Stage 1a: Name pattern (hard),\bhospital\b,ChIJX54zpZGBXjkRxVZjUBK93EE
Divya Kiran Nasha Mukti Kendra|Rehabilitation Centre,Delhi,health,4.1,41,Stage 1a: Name pattern (hard),(addict|de.?addict|deaddict|nasha|nashamukti|nasha\s*mukti),ChIJAQAAOUAbDTkR3ia49G6CEYI
Divya Nursing Home | Gastro and Liver Care Center | Pain Management Centre,Ghaziabad,hospital,4.6,108,Stage 1a: Name pattern (hard),\b(cardiol|nephrol|gastro|pulmonol),ChIJqxR-3I3xDDkRsGB8UZxH5pI
Divyadrashti Eye Care Centre,Mumbai,medical_clinic,4.8,376,Stage 1a: Name pattern (hard),\beye\b.*(?:hospital|centre|center|clinic|institute)\b,ChIJi8d7pdmw5zsRTUn8mJCGVkg
Diya Rehab - Nasha Mukti Kendra,Delhi,health,5,24,Stage 1a: Name pattern (hard),(addict|de.?addict|deaddict|nasha|nashamukti|nasha\s*mukti),ChIJM_e9PJgfDTkRP4cIiNurZoc
Diya Welfare Trust - Nasha Mukti Kendra,Delhi,health,4.7,72,Stage 1a: Name pattern (hard),(addict|de.?addict|deaddict|nasha|nashamukti|nasha\s*mukti),ChIJgWYhGSoFDTkRg4asS-hyX4Q
DocMode Health Technologies Ltd,Mumbai,point_of_interest,4.8,11,Stage 1a: Name pattern (hard),\b(software|technologies|infotech|it\s*solution)\b,ChIJtXO_4OGw5zsRP6G-WrZByqU
"DocNok - Wound Dressing, Wound Care & Diabetic Foot ulcer Center",Delhi,medical_clinic,4.9,211,Stage 1a: Name pattern (hard),\b(endol|diabet|neurosurg),ChIJj-zU77sCDTkRlv_6yo-vuCs
Doctor Detox,Ahmedabad,health,4.8,2290,Stage 1a: Name pattern (hard),\b(substance\s*abuse|sober\b|sobriety\b|detox)\b,ChIJ1TlOK7aEXjkRObHtVCvntUM
Doctor PainMed-Best Orthopedic & Neuro Rehab clinic,Kolkata,doctor,4.9,48,Stage 1a: Name pattern (hard),\b(orthopaedic|orthopedic)\b,ChIJgQkfTz13AjoRF6FQBXVbUkY
Doctor visit at home by Indrashila Hospital,Delhi,doctor,5,2,Stage 1a: Name pattern (hard),\bhospital\b,ChIJ3R0CbQDjDDkRZe5VDgZw23U
"Domestic Help Maid Services - Full Time Cook Service, 24 Hours Nanny Mumbai, Japa maid Agency",Mumbai,,5,238,Stage 1a: Name pattern (hard),\bdomestic\s*help,ChIJm5hM71W35zsRT0szMGjBqNE
"Domestic Help Services- Maid Services, 24 Hours Babysitter, Nanny Agency Mumbai, Cook, Japa Maid, Patient Care in Thane",Mumbai,,5,458,Stage 1a: Name pattern (hard),\bdomestic\s*help,ChIJ0ck18Qe35zsRNF4CNEGl61I
"Domestic help services in chennai, Home nursing care services in chennai, Patient care service in chennai",Chennai,health,4.9,31,Stage 1a: Name pattern (hard),\bdomestic\s*help,ChIJy_fBSY1nUjoRCMQ7Qib_ngI
Doshi Maternity Nurshing Home,Mumbai,medical_clinic,3.7,22,Stage 1a: Name pattern (hard),\b(maternity|obstetric)\b,ChIJZbjax9ew5zsRH8fnD8mTIcY
Dr (Maj.) Ankit Singh | Best Orthopaedic Surgeon in Malviya Nagar | ZayMed New Delhi,Delhi,doctor,5,6,Stage 1a: Name pattern (hard),\b(surgery|surgeon)\b,ChIJ6dEzP0fjDDkRuKqyoYB5lBs
Dr A C Aruldas Hospital,Chennai,hospital,4.2,140,Stage 1a: Name pattern (hard),\bhospital\b,ChIJp57drrBlUjoRjmsa_yPE_gY
"Dr Aanchal Khemani - Best Paediatric Pulmonologist in Whitefield | Manipal Hospital, Whitefield",Bengaluru,hospital,5,6,Stage 1a: Name pattern (hard),\bhospital\b,ChIJlROBuVURrjsRiC_CrF5gs8A
Dr Abhay Agrawal Laparoscopic GI & Bariatric Surgeon,Mumbai,doctor,4.9,24,Stage 1a: Name pattern (hard),\b(surgery|surgeon)\b,ChIJfQ_l7xy35zsRENd8GzCFybI
Dr Abhilasha Women's Health Care in Pune | Female Gynecologist in Wakad | Laparoscopic Gynec | Infertility Treatment,Pune,doctor,4.6,172,Stage 1a: Name pattern (hard),\binfertil,ChIJv1i_q7S5wjsRRwbycM-FbQk
"Dr Abhinav Tewari | Neuropsychiatrist in Lucknow MBBS, MD (AIIMS New Delhi) | Ex-KGMU • NHS England • Ex-RML Hospital",Lucknow,doctor,4.9,93,Stage 1a: Name pattern (hard),\bhospital\b,ChIJM5XOqf79mzkRulmqImKWP7A
Dr Abhishek Katakwar | Bariatric & weight loss surgery | hernia surgeon in AIG hospital,Hyderabad,doctor,4.9,194,Stage 1a: Name pattern (hard),\bhospital\b,ChIJwUd5uXi_1DsRx0AWmyfLXzU
"Dr Abhishek Mitra- Best GI Surgeon in Gurgaon, Gallbladder/Liver Cancer Surgeon, Pancreas Cancer Treatment in Gurgaon",Gurgaon,doctor,4.9,88,Stage 1a: Name pattern (hard),\b(surgery|surgeon)\b,ChIJFwO_dEH7DDkRP_BVo2dupfc
Dr Abhishek Shukla; Consultant Orthopaedic Surgeon,Delhi,doctor,4.9,81,Stage 1a: Name pattern (hard),\b(surgery|surgeon)\b,ChIJ9zeLwzXjDDkRbwNRkZxXs98
"Dr Adip Shetty - ENT Specialist Near Me | Allergy | Vertigo | Hearing Aid | Pediatric Otorhinolaryngologist in Bandra, Mumbai",Mumbai,doctor,5,233,Stage 1a: Name pattern (hard),\b(pediatric|paediatric)\b,ChIJGxQh6cHJ5zsRwxIGWs4V7xg
Dr Agarwal Children Hospital,Mumbai,hospital,4.8,716,Stage 1a: Name pattern (hard),\bhospital\b,ChIJAQAAzCHJ5zsRxEpv5AgWd84
Dr Agarwals Eye Hospital,Bengaluru,hospital,4.6,1125,Stage 1a: Name pattern (hard),\bhospital\b,ChIJ1ZgEiHptrjsRZJYBtUxOfTo
Dr Agarwals Eye Hospital,Chennai,hospital,4.7,9854,Stage 1a: Name pattern (hard),\bhospital\b,ChIJp39k2wBnUjoRQniADC07qHI
"Dr Agarwals Eye Hospital - Anna Nagar, Chennai",Chennai,hospital,4.8,6664,Stage 1a: Name pattern (hard),\bhospital\b,ChIJcWo2vShkUjoRsl71_lTDD0U
"Dr Agarwals Eye Hospital - Kochi, Kerala",Kochi,hospital,4.9,5797,Stage 1a: Name pattern (hard),\bhospital\b,ChIJ6bhcGKENCDsR4FQOuSKzfM0
Dr Agarwals Eye Hospital Aundh,Pune,hospital,4.7,4015,Stage 1a: Name pattern (hard),\bhospital\b,ChIJtZoZlDy_wjsRIWFm4Cdbyk4
Dr Agrawal's Polyclinic - General Physician | Cancer Surgeon | Breast Surgeon | ENT | Doctor,Mumbai,doctor,5,27,Stage 1a: Name pattern (hard),\b(surgery|surgeon)\b,ChIJM8T2NjDH5zsRViV1PWApNGc
Dr Aishwarya Mhetras - Physiotherapist in Baner | Back/Knee Pain/Sports Physiotherapist in Sus/Baner/Pashan/Pune,Mumbai,physiotherapist,5,41,Stage 1a: Name pattern (hard),\bsports?\b,ChIJ9fIrrfy_wjsRWPK7sF08AAo
Dr Ajay Kumar Goel- Best Orthopaedic & Robotic Joint Replacement Surgeon,Kolkata,doctor,5,47,Stage 1a: Name pattern (hard),\b(surgery|surgeon)\b,ChIJ56gx_bN3AjoRRtEJ73xdn-8
"Dr Ajay Sharma Robotic surgeon, Senior Urologist Delhi",Delhi,doctor,5,63,Stage 1a: Name pattern (hard),\b(surgery|surgeon)\b,ChIJB0EnyGQDDTkRpaaCt5R5P7g
Dr Akash P Rangari | Orthopedic and Joint Care Centre,Mumbai,doctor,4.8,60,Stage 1a: Name pattern (hard),\b(orthopaedic|orthopedic)\b,ChIJIUcOGjjI5zsRYY4QBEF0ePg
Dr Anand Patil | Best Pediatrician Doctor in Whitefield | Varthur | Neonatology | Manipal Hospital Varthur,Bengaluru,doctor,4.8,191,Stage 1a: Name pattern (hard),\bhospital\b,ChIJO_eicY8RrjsRceMCZGvFyJw
Dr Anita Krishnan - Bangalore ENT Care | ENT Specialist in Bangalore | Septoplasty | Sinus Surgery | Allergy Colds,Bengaluru,doctor,4.6,607,Stage 1a: Name pattern (hard),\b(surgery|surgeon)\b,ChIJv3VhT14UrjsRg-osUQolAjU
Dr Anita Mahey | Best Gynaecologist and Laparoscopic Surgeon | Chandigarh,Chandigarh,doctor,4.9,614,Stage 1a: Name pattern (hard),\b(gynae|gynaec|gynec),ChIJiesRvlLsDzkR72Q9u00QIJ4
"Dr Anjalika Atrey | Psychiatrist, Sexologist & De-addiction Specialist, Phoenix Multispeciality Hospital | Borivali",Mumbai,doctor,4.9,281,Stage 1a: Name pattern (hard),\bhospital\b,ChIJWS9QEY2x5zsRMPeBIvtxz4w
Dr Ankita Mandal - Maatritva Fertility IVF - Best Gynecologist in Newtown - Best IVF Doctor - Best IVF Centre in Kolkata,Kolkata,medical_clinic,4.9,231,Stage 1a: Name pattern (hard),\b(ivf|fertility)\b,ChIJm1qmHy11AjoR3mBfbWO4yE4
"Dr Ankur Nanda, Best Spine Surgeon in Delhi, Scoliosis, Slip Disc, Back Pain, Neck Pain Specialist, Spine Doctor in Delhi",Delhi,doctor,4.5,140,Stage 1a: Name pattern (hard),\b(surgery|surgeon)\b,ChIJN1ZOiC4cDTkRFT6dL1pN0bs
"Dr Anmol Ahuja- Best Laparoscopic Surgeon in Delhi | Piles Doctor, Bariatric/Gallbladder/Appendix Treatment/GI/Hernia Surgery",Delhi,doctor,5,193,Stage 1a: Name pattern (hard),\b(surgery|surgeon)\b,ChIJ4634JaUCDTkR7beahnInlFg
"Dr Anubhav Gupta | Best Brachial Plexus Surgeon in Delhi, Hand Surgeon, Carpal Tunnel Treatment, Radial Nerve Injury Delhi",Delhi,doctor,4.7,253,Stage 1a: Name pattern (hard),\b(surgery|surgeon)\b,ChIJ3WYWVUgbDTkRO6LPWk_HgxM
Dr Anubhav Sangwan | Best laparoscopic Surgeon in Gurugram | Best doctor for Gallbladder stone in Gurugram,Gurugram,doctor,5,183,Stage 1a: Name pattern (hard),\b(surgery|surgeon)\b,ChIJkfumfzsZDTkRxxa_Cazgi1s
Dr Anuj Child Care,Delhi,hospital,5,1,Stage 1a: Name pattern (hard),\bchild\s*(care|health|hospital|clinic)\b,ChIJq6p-iNADDTkRh15LaJazCp0
Dr Anurag Aggarwal- QRG Hospital,Faridabad,doctor,4.9,351,Stage 1a: Name pattern (hard),\bhospital\b,ChIJ_yquWkrdDDkRhl0xZJFezgE
Dr Aparnaa Panda-Gynecologist In Electronic City Bangalore,Bengaluru,doctor,4.3,316,Stage 1a: Name pattern (hard),\b(gynae|gynaec|gynec),ChIJu7vWMXxrrjsRV-U2CyjYV-A
Dr Aprajita Singh | Obstetrics and Gynecology in New Delhi,Delhi,medical_clinic,4.6,30,Stage 1a: Name pattern (hard),\b(gynae|gynaec|gynec),ChIJvffdo83jDDkRTWc7ZladT5Y
"Dr Aravind's IVF, Fertility & Pregnancy Centre, Electronic city",Bengaluru,medical_clinic,4.7,219,Stage 1a: Name pattern (hard),\b(ivf|fertility)\b,ChIJRZiefUNtrjsRna3lEVshaI0
Dr Arun Reddy Mallu | Best Orthopedic Doctor in Hyderabad | Robotic Knee Replacement Surgeon in Gachibowli,Hyderabad,doctor,4.9,339,Stage 1a: Name pattern (hard),\b(surgery|surgeon)\b,ChIJ1VKeGV2VyzsR0C7BgAr5Ds0
Dr Ashish Rai - Plastic Surgeon in Noida I Breast Reduction & Augmentation I Rhinoplasty I Gynecomastia I Hair Transplant,Noida,doctor,5,347,Stage 1a: Name pattern (hard),\bhair\s*transplant\b,ChIJh3Nk1HXnDDkRDJJxE3KZJKg
Dr Ashish Sangvikar - Plastic Surgeon | gynecomastia surgeon | tummy tuck surgeon | breast implant | Liposuction,Mumbai,doctor,4.9,207,Stage 1a: Name pattern (hard),\b(gynae|gynaec|gynec),ChIJB_C3vsDD5zsROoDepwJMFzw
Dr Ashok Sharma's Cornea Centre,Chandigarh,medical_clinic,4.6,184,Stage 1a: Name pattern (hard),\b(optical|lasik|netralaya|cornea|retina|cataract)\b,ChIJc18seqHtDzkRMkWw9OnYQoQ
Dr Ashu khajuria’s Paediatric Clinic,Delhi,medical_clinic,5,30,Stage 1a: Name pattern (hard),\b(pediatric|paediatric)\b,ChIJYXq4tBzjDDkRy0v_JbptRyg
"Dr Ashutosh Ajri, Dr Tejashwini Ajri - Best orthopaedic and Physiotherapy Shoulder knee and sports injuries",Pune,medical_clinic,4.9,421,Stage 1a: Name pattern (hard),\bsports?\b,ChIJud739H_AwjsRP-iLkXz9itM
Dr Ashwin Karuppan M.D; FRCP(Glasg); FRCP (Edin) ; FCMA ; PG Dip in Diab(USA); - General Physician & Diabetologist,Chennai,doctor,4.9,317,Stage 1a: Name pattern (hard),\b(endol|diabet|neurosurg),ChIJwY3PHNRfUjoRTdzyFpwAXB4
Dr Ashwin Mallya Best Urologist and Robotic Surgeon in Delhi,Delhi,doctor,5,226,Stage 1a: Name pattern (hard),\b(surgery|surgeon)\b,ChIJnbfTHsgDDTkRTtdlugTAZqs
"Dr Atrey Garg- Best laparoscopic and Robotic surgeon Pitampura, Shalimar Bagh Delhi-NCR",Delhi,doctor,5,76,Stage 1a: Name pattern (hard),\b(surgery|surgeon)\b,ChIJqX6iuFgDDTkRIZzrkQI6Lo4
Dr Atul Sharma Medical-Hemato-Oncologist,Delhi,medical_center,4.8,145,Stage 1a: Name pattern (hard),\boncolog,ChIJ3xf72crhDDkRtOzAspD9_g0
"Dr Ayush jain - Best Plastic Surgeon in Delhi for Gynaecomastia, Rhinoplasty and Hair Transplant",Delhi,hospital,4.9,119,Stage 1a: Name pattern (hard),\bhair\s*transplant\b,ChIJN48PgCz7DDkRma8LJ0j9VhU
Dr Banarji Shoulder Center- Best Orthopedic and Physiotherapy Clinic in Bangalore,Bengaluru,medical_clinic,4.9,51,Stage 1a: Name pattern (hard),\b(orthopaedic|orthopedic)\b,ChIJwX0QWAIVrjsR88ak1x3kufw
"Dr Batra’s Homeopathy, Hair & Skin Clinic",Ahmedabad,health,4.6,1030,Stage 1a: Name pattern (hard),\b(ayurved|homeopath|unani|siddha|naturopath),ChIJxxBjzM-EXjkRFRyaYO8DNOE
"Dr Bhagyashri Talele -Best Plastic Surgeon in Pune | Tummy Tuck, Liposuction, Cosmetic, Breast Surgeon, Scar, Laser treatment",Pune,doctor,5,27,Stage 1a: Name pattern (hard),\bcosmet,ChIJw6gkvi6_wjsRG8u8dBnz9ao
Dr Bhargaw Head Neck Surgical Oncologist,Hyderabad,doctor,5,29,Stage 1a: Name pattern (hard),\boncolog,ChIJ2e-gBq2XyzsRYkuXMyd1aEc
Dr Bhatt's Hospital,Mumbai,hospital,4.6,133,Stage 1a: Name pattern (hard),\bhospital\b,ChIJVVVVVbm35zsRbmyBEWRgPJU
Dr Bhavesh Doshi | Pediatric Surgeon | Pediatric Urologist | Child Specialist / Doctor Borivali | Mumbai,Mumbai,doctor,4.7,222,Stage 1a: Name pattern (hard),\b(pediatric|paediatric)\b,ChIJ4ZTWrKKx5zsRnRzvgDoqgcw
"Dr Bheem Raj Gupta, Senior Consultant Nephrologist, Kidney Specialist/Kidney Stone Treatment/Best Kidney Doctor Greater Noida",Noida,doctor,5,6,Stage 1a: Name pattern (hard),\b(cardiol|nephrol|gastro|pulmonol),ChIJcwsA9BbrDDkRneK_29BBu78
Dr Birbal Kumar - General Surgeon | advanced laparoscopy and laser surgeon | Vascular surgeon,Faridabad,doctor,5,138,Stage 1a: Name pattern (hard),\b(surgery|surgeon)\b,ChIJESx58EUZOgoRr7-BBm4N9Qo
Dr Burhan - Piles Doctor | Consultant Proctologist | General Surgeon,Ahmedabad,doctor,5,22,Stage 1a: Name pattern (hard),\b(surgery|surgeon)\b,ChIJpU7-ohKFXjkR7BBJaggOawc
"Dr Bushra Ansari - Best Physiotherapist in Andheri West, Lokhandwala | Sports Physiotherapist in Andheri West, Mumbai",Mumbai,physiotherapist,4.9,72,Stage 1a: Name pattern (hard),\bsports?\b,ChIJQ4Zsuzy35zsRVXlNL8n-zt8
Dr Chaudhari’s Shree Hospital,Pune,doctor,4.8,370,Stage 1a: Name pattern (hard),\bhospital\b,ChIJ2aO8PBy7wjsRxUB-UxgPJu8
"Dr Chirag Bhirud Surgical Oncologist, Cancer Specialist in Pimple Saudagar, Wakad, Hinjewadi, Ravet, PCMC, Pune",,doctor,5,14,Stage 1a: Name pattern (hard),\boncolog,ChIJ13PuIwC5wjsR-43tDR0sjMc
Dr Chirag Bhirud | Surgical Oncologist | Pune,Pune,doctor,5,71,Stage 1a: Name pattern (hard),\boncolog,ChIJj7CTDiW_wjsRc_zRG-53tgI
"Dr Chirag Shah Piles Hernia Doctor Ahmedabad Fissure & Fistula, Laser Piles, Circumcision, Senior Piles Surgeon Ahmedabad",Ahmedabad,doctor,4.7,215,Stage 1a: Name pattern (hard),\b(surgery|surgeon)\b,ChIJOeAos8yFXjkR5mSPqN19qBQ
"Dr Daksh Sethi: Best Laparoscopic Surgeon in Delhi, Hernia, Gallbladder & Best Bariatric Surgeon in Ganga Ram Hospital, Delhi",Delhi,doctor,5,61,Stage 1a: Name pattern (hard),\bhospital\b,ChIJ1S2XBYEFDTkRPjxqSQYHGoE
Dr Dalia's D-Physio Clinic | Best Orthopedic-Spine-Neuro and Sports Rehabilitation Center,Mumbai,physiotherapist,4.9,396,Stage 1a: Name pattern (hard),\bsports?\b,ChIJsdfFyUnB5zsRQVe74tC3JWo
Dr Darshan P Shah Arthocare Hospital,Ahmedabad,general_hospital,4.1,8,Stage 1a: Name pattern (hard),\bhospital\b,ChIJ23zNTrOEXjkRU323yGsWIVw
Dr Darshan Patel - Pagarav Hospital And ICU,,doctor,5,1,Stage 1a: Name pattern (hard),\bhospital\b,ChIJD0eOT_IrXDkRgJ-x-WqZXDo
"Dr Das Multi-Speciality Hospital & ICCU, Chembur - Best Hospital in Chembur, Mumbai",Mumbai,hospital,4.5,249,Stage 1a: Name pattern (hard),\bhospital\b,ChIJM9niUFbP5zsRXlBT0TTDA2M
"Dr Debojyoti Sarkar, MBBS DNB (Surg), FIAGES, FALS. General, Laparoscopic & Laser Surgeon, (Vasant kunj & South Delhi).",Delhi,doctor,5,105,Stage 1a: Name pattern (hard),\b(surgery|surgeon)\b,ChIJ6ZOJSRQdDTkRpxQDU9EIfY4
Dr Deepak N. Inamdar Orthopedic and Robotic Joint replacement center - Senior consultant Robotic knee replacement surgeon,Bengaluru,doctor,4.7,410,Stage 1a: Name pattern (hard),\b(surgery|surgeon)\b,ChIJtxjvdJgVrjsRxHYfyoBstZ4
"Dr Deepak Verma , MBBS, MD(Psychiatrist) ! Headspace Neuropsychiatry Clinic | Best Psychiatrist in Rohini",Delhi,doctor,5,48,Stage 1a: Name pattern (hard),\bpsychiatr,ChIJ0w9zuxIBDTkRU2ttGLkgdt0
Dr Deeptanshu Agarwal | Best Rehab center in Lucknow | Nasha Mukti Kendra,Lucknow,doctor,4.8,203,Stage 1a: Name pattern (hard),(addict|de.?addict|deaddict|nasha|nashamukti|nasha\s*mukti),ChIJvVIJpktXmTkRF-IH496xKM8
"Dr Dev Rai, Neuro Psychiatrist in Ghaziabad, MD Nimhans",Ghaziabad,doctor,5,42,Stage 1a: Name pattern (hard),\bpsychiatr,ChIJFeGKtvz_DDkRIuY7JfXcKRQ
Dr Devendra Saini sms surgeon doctor in jaipur one of best associate professor in sawai mansigh hospital s.m.s,Jaipur,doctor,4.9,76,Stage 1a: Name pattern (hard),\bhospital\b,ChIJKyPMZka3bTkREfh1Gyas64k
"Dr Dhananjay Ashturkar-Best Psychiatrist in PCMC | Psychiatrist Specialist/Psychiatrist Doctor in PCMC,Pune",,doctor,3.9,38,Stage 1a: Name pattern (hard),\bpsychiatr,ChIJp2tT6te5wjsRk0loeNOYteM
